,money,wandering_time
0,50285.71428571428,386.7142857142857
1,49100.0,364.7142857142857
2,45585.71428571428,565.7142857142857
3,47114.28571428572,332.85714285714283
4,43485.71428571428,311.7142857142857
5,61014.28571428572,471.85714285714283
6,55700.0,415.57142857142856
7,65128.57142857143,525.8571428571429
8,51514.28571428572,308.42857142857144
9,53114.28571428572,264.42857142857144
10,52542.857142857145,469.2857142857143
11,52800.0,325.0
12,46757.142857142855,338.57142857142856
13,50457.142857142855,345.57142857142856
14,54242.857142857145,388.2857142857143
15,51342.857142857145,255.28571428571428
16,42871.42857142857,308.0
17,57528.57142857143,243.14285714285714
18,48600.0,429.57142857142856
19,53371.42857142857,428.85714285714283
20,47985.71428571428,387.2857142857143
21,50585.71428571428,445.2857142857143
22,51900.0,448.0
23,49628.57142857143,367.85714285714283
24,58500.0,283.85714285714283
25,46300.0,258.14285714285717
26,63628.57142857143,429.85714285714283
27,51042.857142857145,353.7142857142857
28,50571.42857142857,468.57142857142856
29,60100.0,466.14285714285717
30,50585.71428571428,302.85714285714283
31,44800.0,325.14285714285717
32,42157.142857142855,277.42857142857144
33,43385.71428571428,446.0
34,53685.71428571428,470.14285714285717
35,56400.0,365.42857142857144
36,45814.28571428572,257.0
37,53142.857142857145,353.42857142857144
38,48028.57142857143,346.14285714285717
39,56357.142857142855,335.85714285714283
40,58685.71428571428,409.57142857142856
41,49228.57142857143,495.57142857142856
42,48128.57142857143,356.57142857142856
43,45385.71428571428,409.57142857142856
44,46285.71428571428,375.42857142857144
45,50942.857142857145,462.7142857142857
46,58600.0,435.7142857142857
47,47728.57142857143,258.7142857142857
48,54628.57142857143,336.85714285714283
49,45857.142857142855,520.7142857142857
50,42300.0,326.2857142857143
51,46585.71428571428,398.0
52,50600.0,352.57142857142856
53,57557.142857142855,396.85714285714283
54,45714.28571428572,221.0
55,54942.857142857145,338.85714285714283
56,52828.57142857143,387.7142857142857
57,52000.0,704.5714285714286
58,41614.28571428572,273.7142857142857
59,50500.0,409.7142857142857
60,50357.142857142855,383.42857142857144
61,54357.142857142855,352.0
62,42800.0,319.0
63,54900.0,364.57142857142856
64,42642.857142857145,275.0
65,46471.42857142857,348.2857142857143
66,50528.57142857143,462.42857142857144
67,49757.142857142855,336.14285714285717
68,57114.28571428572,375.2857142857143
69,48242.857142857145,395.0
70,46142.857142857145,358.42857142857144
71,42628.57142857143,316.85714285714283
72,49242.857142857145,444.0
73,49871.42857142857,396.57142857142856
74,55757.142857142855,443.14285714285717
75,55114.28571428572,285.14285714285717
76,51785.71428571428,379.85714285714283
77,53328.57142857143,423.42857142857144
78,52014.28571428572,249.0
79,44900.0,314.85714285714283
80,52514.28571428572,375.14285714285717
81,51585.71428571428,428.57142857142856
82,46085.71428571428,380.85714285714283
83,55200.0,409.85714285714283
84,47271.42857142857,313.0
85,52371.42857142857,283.2857142857143
86,48971.42857142857,388.42857142857144
87,49857.142857142855,352.7142857142857
88,71814.28571428571,540.7142857142857
89,52328.57142857143,379.42857142857144
90,46400.0,286.2857142857143
91,54242.857142857145,361.42857142857144
92,48214.28571428572,349.57142857142856
93,49785.71428571428,332.2857142857143
94,38171.42857142857,300.57142857142856
95,50428.57142857143,404.0
96,54871.42857142857,327.14285714285717
97,46814.28571428572,356.2857142857143
98,59000.0,344.2857142857143
99,48228.57142857143,376.85714285714283
100,63157.142857142855,399.0
101,52914.28571428572,285.42857142857144
102,50600.0,384.14285714285717
103,44385.71428571428,357.2857142857143
104,44585.71428571428,516.8571428571429
105,53257.142857142855,479.42857142857144
106,47542.857142857145,282.85714285714283
107,57842.857142857145,440.2857142857143
108,55642.857142857145,361.14285714285717
109,44100.0,344.0
110,49100.0,478.57142857142856
111,49000.0,337.85714285714283
112,48057.142857142855,321.57142857142856
113,53842.857142857145,306.42857142857144
114,43242.857142857145,467.14285714285717
115,47757.142857142855,259.7142857142857
116,43942.857142857145,431.85714285714283
117,65385.71428571428,450.85714285714283
118,50971.42857142857,308.57142857142856
119,52342.857142857145,387.14285714285717
120,48757.142857142855,317.0
121,54285.71428571428,537.2857142857143
122,42242.857142857145,272.57142857142856
123,50900.0,440.7142857142857
124,53942.857142857145,338.57142857142856
125,48528.57142857143,398.42857142857144
126,57885.71428571428,328.14285714285717
127,50171.42857142857,385.85714285714283
128,52142.857142857145,407.2857142857143
129,49528.57142857143,344.57142857142856
130,52642.857142857145,405.14285714285717
131,65514.28571428572,283.2857142857143
132,50542.857142857145,410.42857142857144
133,52957.142857142855,278.2857142857143
134,50700.0,272.0
135,40828.57142857143,351.85714285714283
136,62657.142857142855,548.2857142857143
137,50142.857142857145,457.7142857142857
138,48842.857142857145,431.7142857142857
139,48728.57142857143,248.85714285714286
140,46371.42857142857,371.14285714285717
141,48357.142857142855,399.0
142,50371.42857142857,444.2857142857143
143,48185.71428571428,367.85714285714283
144,40842.857142857145,450.0
145,48900.0,448.85714285714283
146,42271.42857142857,436.85714285714283
147,41600.0,362.57142857142856
148,55385.71428571428,294.7142857142857
149,46342.857142857145,268.2857142857143
150,54428.57142857143,408.42857142857144
151,35671.42857142857,326.14285714285717
152,51928.57142857143,396.2857142857143
153,66585.71428571429,580.1428571428571
154,37671.42857142857,316.7142857142857
155,44985.71428571428,485.0
156,37857.142857142855,344.2857142857143
157,41028.57142857143,357.85714285714283
158,43900.0,383.42857142857144
159,49914.28571428572,411.0
160,57671.42857142857,425.7142857142857
161,58600.0,515.1428571428571
162,48414.28571428572,256.0
163,47214.28571428572,232.85714285714286
164,44828.57142857143,372.0
165,43600.0,311.14285714285717
166,44485.71428571428,286.85714285714283
167,42828.57142857143,202.28571428571428
168,65142.857142857145,371.57142857142856
169,48614.28571428572,395.85714285714283
170,46385.71428571428,495.14285714285717
171,63800.0,435.57142857142856
172,52471.42857142857,243.0
173,45000.0,252.85714285714286
174,64085.71428571428,372.14285714285717
175,49157.142857142855,308.14285714285717
176,49642.857142857145,275.85714285714283
177,46771.42857142857,366.2857142857143
178,53057.142857142855,244.57142857142858
179,40971.42857142857,399.2857142857143
180,47557.142857142855,497.0
181,41300.0,350.85714285714283
182,56828.57142857143,454.57142857142856
183,41600.0,310.42857142857144
184,50757.142857142855,491.2857142857143
185,50457.142857142855,366.57142857142856
186,47885.71428571428,343.2857142857143
187,44928.57142857143,286.7142857142857
188,52442.857142857145,440.57142857142856
189,41671.42857142857,304.2857142857143
190,44528.57142857143,369.2857142857143
191,47028.57142857143,366.7142857142857
192,52257.142857142855,399.0
193,47942.857142857145,398.85714285714283
194,45442.857142857145,444.42857142857144
195,37700.0,399.14285714285717
196,44457.142857142855,354.2857142857143
197,50757.142857142855,465.57142857142856
198,50757.142857142855,442.14285714285717
199,43728.57142857143,246.57142857142858
200,51500.0,589.5714285714286
201,45942.857142857145,270.85714285714283
202,66728.57142857143,486.7142857142857
203,55642.857142857145,532.5714285714286
204,36357.142857142855,449.42857142857144
205,45985.71428571428,297.85714285714283
206,54042.857142857145,442.14285714285717
207,45228.57142857143,406.57142857142856
208,48457.142857142855,353.57142857142856
209,50528.57142857143,350.7142857142857
210,43928.57142857143,284.14285714285717
211,45257.142857142855,298.7142857142857
212,61528.57142857143,363.7142857142857
213,49671.42857142857,343.57142857142856
214,43614.28571428572,324.7142857142857
215,49785.71428571428,250.28571428571428
216,43814.28571428572,215.14285714285714
217,49842.857142857145,395.7142857142857
218,48185.71428571428,487.85714285714283
219,41714.28571428572,314.0
220,50142.857142857145,378.0
221,40528.57142857143,256.57142857142856
222,40028.57142857143,362.85714285714283
223,46171.42857142857,297.0
224,49142.857142857145,456.14285714285717
225,36700.0,408.14285714285717
226,68985.71428571429,469.42857142857144
227,42028.57142857143,308.0
228,46185.71428571428,396.2857142857143
229,45685.71428571428,478.57142857142856
230,46857.142857142855,450.14285714285717
