,money,wandering_time
0,53657.142857142855,119.42857142857143
1,54500.0,115.71428571428571
2,47657.142857142855,136.42857142857142
3,48285.71428571428,136.14285714285714
4,51814.28571428572,121.14285714285714
5,59528.57142857143,84.71428571428571
6,56628.57142857143,86.85714285714286
7,55300.0,121.85714285714286
8,51028.57142857143,133.71428571428572
9,54885.71428571428,105.85714285714286
10,55157.142857142855,108.71428571428571
11,53342.857142857145,117.0
12,55757.142857142855,110.42857142857143
13,56071.42857142857,103.14285714285714
14,49314.28571428572,134.71428571428572
15,53728.57142857143,113.0
16,51200.0,126.57142857142857
17,53285.71428571428,107.0
18,53657.142857142855,131.71428571428572
19,55385.71428571428,91.0
20,48085.71428571428,138.0
21,51057.142857142855,125.28571428571429
22,52985.71428571428,116.0
23,53642.857142857145,115.0
24,50300.0,136.85714285714286
25,51357.142857142855,122.85714285714286
26,51900.0,129.85714285714286
27,59728.57142857143,94.42857142857143
28,52328.57142857143,121.0
29,52371.42857142857,130.85714285714286
30,54042.857142857145,113.28571428571429
31,56985.71428571428,92.28571428571429
32,55771.42857142857,105.71428571428571
33,53757.142857142855,106.42857142857143
34,50828.57142857143,137.57142857142858
35,56942.857142857145,98.85714285714286
36,47400.0,144.14285714285714
37,49942.857142857145,144.57142857142858
38,54328.57142857143,100.85714285714286
39,52885.71428571428,116.42857142857143
40,55400.0,116.28571428571429
41,53542.857142857145,120.85714285714286
42,52014.28571428572,113.28571428571429
43,57057.142857142855,107.42857142857143
44,55314.28571428572,101.42857142857143
45,52171.42857142857,117.0
46,58842.857142857145,90.0
47,58600.0,100.0
48,57357.142857142855,95.28571428571429
49,57028.57142857143,100.85714285714286
50,55714.28571428572,105.42857142857143
51,52628.57142857143,119.85714285714286
52,52728.57142857143,115.57142857142857
53,49471.42857142857,135.14285714285714
54,52528.57142857143,120.85714285714286
55,50028.57142857143,128.57142857142858
56,56042.857142857145,97.85714285714286
57,52228.57142857143,119.28571428571429
58,50185.71428571428,116.85714285714286
59,51014.28571428572,127.71428571428571
60,57457.142857142855,96.57142857142857
61,51628.57142857143,119.14285714285714
62,58257.142857142855,90.57142857142857
63,52642.857142857145,125.0
64,49114.28571428572,125.71428571428571
65,58642.857142857145,91.85714285714286
66,55228.57142857143,101.57142857142857
67,56942.857142857145,95.42857142857143
68,54500.0,119.14285714285714
69,52371.42857142857,107.42857142857143
70,51957.142857142855,114.57142857142857
71,53900.0,106.0
72,60171.42857142857,82.57142857142857
73,52000.0,127.42857142857143
74,48842.857142857145,122.28571428571429
75,56771.42857142857,96.42857142857143
76,54457.142857142855,118.42857142857143
77,56057.142857142855,94.85714285714286
78,57342.857142857145,109.57142857142857
79,52728.57142857143,112.71428571428571
80,56414.28571428572,93.85714285714286
81,52800.0,117.42857142857143
82,56557.142857142855,96.14285714285714
83,58414.28571428572,85.28571428571429
84,55014.28571428572,113.57142857142857
85,53542.857142857145,114.28571428571429
86,53114.28571428572,119.28571428571429
87,55700.0,105.71428571428571
88,57042.857142857145,94.42857142857143
89,54742.857142857145,112.14285714285714
90,52942.857142857145,121.85714285714286
91,52300.0,125.28571428571429
92,52714.28571428572,119.42857142857143
93,52657.142857142855,116.14285714285714
94,55714.28571428572,108.85714285714286
95,56785.71428571428,100.85714285714286
96,49714.28571428572,135.71428571428572
97,62771.42857142857,82.71428571428571
98,57900.0,90.57142857142857
99,58957.142857142855,88.28571428571429
